👶🏻	barn, ljósur húðarlitur, pinkubarn, pinkubarn: ljósur húðarlitur
🚶🏽‍♀	gongur, gongutúr, kona, kvinna, kvinna sum gongur, kvinna sum gongur: miðal húðarlitur, miðal húðarlitur, til gongu
🚶🏾‍♀	gongur, gongutúr, kona, kvinna, kvinna sum gongur, kvinna sum gongur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, til gongu
🚶🏿‍♀	gongur, gongutúr, kona, kvinna, kvinna sum gongur, kvinna sum gongur: myrkur húðarlitur, myrkur húðarlitur, til gongu
🏃🏻	fólk, ljósur húðarlitur, maraton, persónur, persónur sum rennur, persónur sum rennur: ljósur húðarlitur, renn, rennur
🏃🏼	fólk, maraton, miðalljósur húðarlitur, persónur, persónur sum rennur, persónur sum rennur: miðalljósur húðarlitur, renn, rennur
🏃🏽	fólk, maraton, miðal húðarlitur, persónur, persónur sum rennur, persónur sum rennur: miðal húðarlitur, renn, rennur
🏃🏾	fólk, maraton, miðalmyrkur húðarlitur, persónur, persónur sum rennur, persónur sum rennur: miðalmyrkur húðarlitur, renn, rennur
🏃🏿	fólk, maraton, myrkur húðarlitur, persónur, persónur sum rennur, persónur sum rennur: myrkur húðarlitur, renn, rennur
🏃🏻‍♂	ljósur húðarlitur, maraton, maður, maður sum rennur, maður sum rennur: ljósur húðarlitur, renn, rennur
🏃🏼‍♂	maraton, maður, maður sum rennur, maður sum rennur: miðalljósur húðarlitur, miðalljósur húðarlitur, renn, rennur
🏃🏽‍♂	maraton, maður, maður sum rennur, maður sum rennur: miðal húðarlitur, miðal húðarlitur, renn, rennur
🏃🏾‍♂	maraton, maður, maður sum rennur, maður sum rennur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, renn, rennur
🏃🏿‍♂	maraton, maður, maður sum rennur, maður sum rennur: myrkur húðarlitur, myrkur húðarlitur, renn, rennur
🏃🏻‍♀	kvinna, kvinna sum rennur, kvinna sum rennur: ljósur húðarlitur, ljósur húðarlitur, maraton, renn, rennur
🏃🏼‍♀	kvinna, kvinna sum rennur, kvinna sum rennur: miðalljósur húðarlitur, maraton, miðalljósur húðarlitur, renn, rennur
🏃🏽‍♀	kvinna, kvinna sum rennur, kvinna sum rennur: miðal húðarlitur, maraton, miðal húðarlitur, renn, rennur
🏃🏾‍♀	kvinna, kvinna sum rennur, kvinna sum rennur: miðalmyrkur húðarlitur, maraton, miðalmyrkur húðarlitur, renn, rennur
🏃🏿‍♀	kvinna, kvinna sum rennur, kvinna sum rennur: myrkur húðarlitur, maraton, myrkur húðarlitur, renn, rennur
💃🏻	dansar, dansur, kona, kvinna, kvinna sum dansar, kvinna sum dansar: ljósur húðarlitur, ljósur húðarlitur
💃🏼	dansar, dansur, kona, kvinna, kvinna sum dansar, kvinna sum dansar: miðalljósur húðarlitur, miðalljósur húðarlitur
💃🏽	dansar, dansur, kona, kvinna, kvinna sum dansar, kvinna sum dansar: miðal húðarlitur, miðal húðarlitur
💃🏾	dansar, dansur, kona, kvinna, kvinna sum dansar, kvinna sum dansar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
💃🏿	dansar, dansur, kona, kvinna, kvinna sum dansar, kvinna sum dansar: myrkur húðarlitur, myrkur húðarlitur
🕺🏻	dansar, dansur, ljósur húðarlitur, maður, maður sum dansar, maður sum dansar: ljósur húðarlitur
🕺🏼	dansar, dansur, maður, maður sum dansar, maður sum dansar: miðalljósur húðarlitur, miðalljósur húðarlitur
🕺🏽	dansar, dansur, maður, maður sum dansar, maður sum dansar: miðal húðarlitur, miðal húðarlitur
🕺🏾	dansar, dansur, maður, maður sum dansar, maður sum dansar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🕺🏿	dansar, dansur, maður, maður sum dansar, maður sum dansar: myrkur húðarlitur, myrkur húðarlitur
🧖🏻	baðstova, fólk, ljósur húðarlitur, persónur, persónur í sauna, persónur í sauna: ljósur húðarlitur, sauna
🧖🏼	baðstova, fólk, miðalljósur húðarlitur, persónur, persónur í sauna, persónur í sauna: miðalljósur húðarlitur, sauna
🧖🏽	baðstova, fólk, miðal húðarlitur, persónur, persónur í sauna, persónur í sauna: miðal húðarlitur, sauna
🧖🏾	baðstova, fólk, miðalmyrkur húðarlitur, persónur, persónur í sauna, persónur í sauna: miðalmyrkur húðarlitur, sauna
🧖🏿	baðstova, fólk, myrkur húðarlitur, persónur, persónur í sauna, persónur í sauna: myrkur húðarlitur, sauna
🧖🏻‍♀	baðstova, kona í sauna, kona í sauna: ljósur húðarlitur, ljósur húðarlitur, maður, sauna
🧖🏼‍♀	baðstova, kona í sauna, kona í sauna: miðalljósur húðarlitur, maður, miðalljósur húðarlitur, sauna
🧖🏽‍♀	baðstova, kona í sauna, kona í sauna: miðal húðarlitur, maður, miðal húðarlitur, sauna
🧖🏾‍♀	baðstova, kona í sauna, kona í sauna: miðalmyrkur húðarlitur, maður, miðalmyrkur húðarlitur, sauna
🧖🏿‍♀	baðstova, kona í sauna, kona í sauna: myrkur húðarlitur, maður, myrkur húðarlitur, sauna
🧖🏻‍♂	baðstova, kona, kvinna, ljósur húðarlitur, maður í sauna, maður í sauna: ljósur húðarlitur, sauna
🧖🏼‍♂	baðstova, kona, kvinna, maður í sauna, maður í sauna: miðalljósur húðarlitur, miðalljósur húðarlitur, sauna
🧖🏽‍♂	baðstova, kona, kvinna, maður í sauna, maður í sauna: miðal húðarlitur, miðal húðarlitur, sauna
🧖🏾‍♂	baðstova, kona, kvinna, maður í sauna, maður í sauna: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, sauna
🧖🏿‍♂	baðstova, kona, kvinna, maður í sauna, maður í sauna: myrkur húðarlitur, myrkur húðarlitur, sauna
🧗🏻	fólk, klatra, klintra, klíva, klúgva, ljósur húðarlitur, persónur, persónur sum klatrar, persónur sum klatrar: ljósur húðarlitur
🧗🏼	fólk, klatra, klintra, klíva, klúgva, miðalljósur húðarlitur, persónur, persónur sum klatrar, persónur sum klatrar: miðalljósur húðarlitur
🧗🏽	fólk, klatra, klintra, klíva, klúgva, miðal húðarlitur, persónur, persónur sum klatrar, persónur sum klatrar: miðal húðarlitur
🧗🏾	fólk, klatra, klintra, klíva, klúgva, miðalmyrkur húðarlitur, persónur, persónur sum klatrar, persónur sum klatrar: miðalmyrkur húðarlitur
🧗🏿	fólk, klatra, klintra, klíva, klúgva, myrkur húðarlitur, persónur, persónur sum klatrar, persónur sum klatrar: myrkur húðarlitur
🧗🏻‍♀	klatra, klintra, klíva, klúgva, kona, kvinna, kvinna sum klatrar, kvinna sum klatrar: ljósur húðarlitur, ljósur húðarlitur
🧗🏼‍♀	klatra, klintra, klíva, klúgva, kona, kvinna, kvinna sum klatrar, kvinna sum klatrar: miðalljósur húðarlitur, miðalljósur húðarlitur
🧗🏽‍♀	klatra, klintra, klíva, klúgva, kona, kvinna, kvinna sum klatrar, kvinna sum klatrar: miðal húðarlitur, miðal húðarlitur
🧗🏾‍♀	klatra, klintra, klíva, klúgva, kona, kvinna, kvinna sum klatrar, kvinna sum klatrar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🧗🏿‍♀	klatra, klintra, klíva, klúgva, kona, kvinna, kvinna sum klatrar, kvinna sum klatrar: myrkur húðarlitur, myrkur húðarlitur
🧗🏻‍♂	klatra, klintra, klíva, klúgva, ljósur húðarlitur, maður, maður sum klatrar, maður sum klatrar: ljósur húðarlitur
🧗🏼‍♂	klatra, klintra, klíva, klúgva, maður, maður sum klatrar, maður sum klatrar: miðalljósur húðarlitur, miðalljósur húðarlitur
🧗🏽‍♂	klatra, klintra, klíva, klúgva, maður, maður sum klatrar, maður sum klatrar: miðal húðarlitur, miðal húðarlitur
🧗🏾‍♂	klatra, klintra, klíva, klúgva, maður, maður sum klatrar, maður sum klatrar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🧗🏿‍♂	klatra, klintra, klíva, klúgva, maður, maður sum klatrar, maður sum klatrar: myrkur húðarlitur, myrkur húðarlitur
🧘🏻	fólk, joga, ljósur húðarlitur, lotus, lotusstøða, meditatión, persónur, persónur í lotusstøðu, persónur í lotusstøðu: ljósur húðarlitur
🧘🏼	fólk, joga, lotus, lotusstøða, meditatión, miðalljósur húðarlitur, persónur, persónur í lotusstøðu, persónur í lotusstøðu: miðalljósur húðarlitur
🧘🏽	fólk, joga, lotus, lotusstøða, meditatión, miðal húðarlitur, persónur, persónur í lotusstøðu, persónur í lotusstøðu: miðal húðarlitur
🧘🏾	fólk, joga, lotus, lotusstøða, meditatión, miðalmyrkur húðarlitur, persónur, persónur í lotusstøðu, persónur í lotusstøðu: miðalmyrkur húðarlitur
🧘🏿	fólk, joga, lotus, lotusstøða, meditatión, myrkur húðarlitur, persónur, persónur í lotusstøðu, persónur í lotusstøðu: myrkur húðarlitur
🧘🏻‍♀	joga, kona, kvinna, kvinna í lotusstøðu, kvinna í lotusstøðu: ljósur húðarlitur, ljósur húðarlitur, lotus, lotusstøða, meditatión
🧘🏼‍♀	joga, kona, kvinna, kvinna í lotusstøðu, kvinna í lotusstøðu: miðalljósur húðarlitur, lotus, lotusstøða, meditatión, miðalljósur húðarlitur
🧘🏽‍♀	joga, kona, kvinna, kvinna í lotusstøðu, kvinna í lotusstøðu: miðal húðarlitur, lotus, lotusstøða, meditatión, miðal húðarlitur
🧘🏾‍♀	joga, kona, kvinna, kvinna í lotusstøðu, kvinna í lotusstøðu: miðalmyrkur húðarlitur, lotus, lotusstøða, meditatión, miðalmyrkur húðarlitur
🧘🏿‍♀	joga, kona, kvinna, kvinna í lotusstøðu, kvinna í lotusstøðu: myrkur húðarlitur, lotus, lotusstøða, meditatión, myrkur húðarlitur
🧘🏻‍♂	joga, ljósur húðarlitur, lotus, lotusstøða, maður, maður í lotusstøðu, maður í lotusstøðu: ljósur húðarlitur, meditatión
🧘🏼‍♂	joga, lotus, lotusstøða, maður, maður í lotusstøðu, maður í lotusstøðu: miðalljósur húðarlitur, meditatión, miðalljósur húðarlitur
🧘🏽‍♂	joga, lotus, lotusstøða, maður, maður í lotusstøðu, maður í lotusstøðu: miðal húðarlitur, meditatión, miðal húðarlitur
🧘🏾‍♂	joga, lotus, lotusstøða, maður, maður í lotusstøðu, maður í lotusstøðu: miðalmyrkur húðarlitur, meditatión, miðalmyrkur húðarlitur
🧘🏿‍♂	joga, lotus, lotusstøða, maður, maður í lotusstøðu, maður í lotusstøðu: myrkur húðarlitur, meditatión, myrkur húðarlitur
🛀🏻	bað, baðikar, fólk, ljósur húðarlitur, persónur, persónur í baðikari, persónur í baðikari: ljósur húðarlitur
🛀🏼	bað, baðikar, fólk, miðalljósur húðarlitur, persónur, persónur í baðikari, persónur í baðikari: miðalljósur húðarlitur
🛀🏽	bað, baðikar, fólk, miðal húðarlitur, persónur, persónur í baðikari, persónur í baðikari: miðal húðarlitur
🛀🏾	bað, baðikar, fólk, miðalmyrkur húðarlitur, persónur, persónur í baðikari, persónur í baðikari: miðalmyrkur húðarlitur
🛀🏿	bað, baðikar, fólk, myrkur húðarlitur, persónur, persónur í baðikari, persónur í baðikari: myrkur húðarlitur
🛌🏻	fólk, ljósur húðarlitur, persónur, persónur í song, persónur í song: ljósur húðarlitur, song, svevur
🛌🏼	fólk, miðalljósur húðarlitur, persónur, persónur í song, persónur í song: miðalljósur húðarlitur, song, svevur
🛌🏽	fólk, miðal húðarlitur, persónur, persónur í song, persónur í song: miðal húðarlitur, song, svevur
🛌🏾	fólk, miðalmyrkur húðarlitur, persónur, persónur í song, persónur í song: miðalmyrkur húðarlitur, song, svevur
🛌🏿	fólk, myrkur húðarlitur, persónur, persónur í song, persónur í song: myrkur húðarlitur, song, svevur
🕴🏻	klædningur, ljósur húðarlitur, maður, maður í klædningi sveimar, maður í klædningi sveimar: ljósur húðarlitur, sveimar
🕴🏼	klædningur, maður, maður í klædningi sveimar, maður í klædningi sveimar: miðalljósur húðarlitur, miðalljósur húðarlitur, sveimar
🕴🏽	klædningur, maður, maður í klædningi sveimar, maður í klædningi sveimar: miðal húðarlitur, miðal húðarlitur, sveimar
🕴🏾	klædningur, maður, maður í klædningi sveimar, maður í klædningi sveimar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, sveimar
🕴🏿	klædningur, maður, maður í klædningi sveimar, maður í klædningi sveimar: myrkur húðarlitur, myrkur húðarlitur, sveimar
🏇🏻	fólk, hestur, jockey, kappríðari, kappríðing, kappríðing: ljósur húðarlitur, ljósur húðarlitur, persónur, ross
🏇🏼	fólk, hestur, jockey, kappríðari, kappríðing, kappríðing: miðalljósur húðarlitur, miðalljósur húðarlitur, persónur, ross
🏇🏽	fólk, hestur, jockey, kappríðari, kappríðing, kappríðing: miðal húðarlitur, miðal húðarlitur, persónur, ross
🏇🏾	fólk, hestur, jockey, kappríðari, kappríðing, kappríðing: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, persónur, ross
🏇🏿	fólk, hestur, jockey, kappríðari, kappríðing, kappríðing: myrkur húðarlitur, myrkur húðarlitur, persónur, ross
🏂🏻	fólk, ljósur húðarlitur, persónur, persónur sum stendur á snjófjøl, persónur sum stendur á snjófjøl: ljósur húðarlitur, snjófjøl, snowboard, snowboarder
🏂🏼	fólk, miðalljósur húðarlitur, persónur, persónur sum stendur á snjófjøl, persónur sum stendur á snjófjøl: miðalljósur húðarlitur, snjófjøl, snowboard, snowboarder
🏂🏽	fólk, miðal húðarlitur, persónur, persónur sum stendur á snjófjøl, persónur sum stendur á snjófjøl: miðal húðarlitur, snjófjøl, snowboard, snowboarder
🏂🏾	fólk, miðalmyrkur húðarlitur, persónur, persónur sum stendur á snjófjøl, persónur sum stendur á snjófjøl: miðalmyrkur húðarlitur, snjófjøl, snowboard, snowboarder
🏂🏿	fólk, myrkur húðarlitur, persónur, persónur sum stendur á snjófjøl, persónur sum stendur á snjófjøl: myrkur húðarlitur, snjófjøl, snowboard, snowboarder
🏌🏻	fólk, golf, ljósur húðarlitur, persónur, persónur sum spælir golf, persónur sum spælir golf: ljósur húðarlitur
🏌🏼	fólk, golf, miðalljósur húðarlitur, persónur, persónur sum spælir golf, persónur sum spælir golf: miðalljósur húðarlitur
🏌🏽	fólk, golf, miðal húðarlitur, persónur, persónur sum spælir golf, persónur sum spælir golf: miðal húðarlitur
🏌🏾	fólk, golf, miðalmyrkur húðarlitur, persónur, persónur sum spælir golf, persónur sum spælir golf: miðalmyrkur húðarlitur
🏌🏿	fólk, golf, myrkur húðarlitur, persónur, persónur sum spælir golf, persónur sum spælir golf: myrkur húðarlitur
🏌🏻‍♂	golf, ljósur húðarlitur, maður, maður sum spælir golf, maður sum spælir golf: ljósur húðarlitur
🏌🏼‍♂	golf, maður, maður sum spælir golf, maður sum spælir golf: miðalljósur húðarlitur, miðalljósur húðarlitur
🏌🏽‍♂	golf, maður, maður sum spælir golf, maður sum spælir golf: miðal húðarlitur, miðal húðarlitur
🏌🏾‍♂	golf, maður, maður sum spælir golf, maður sum spælir golf: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🏌🏿‍♂	golf, maður, maður sum spælir golf, maður sum spælir golf: myrkur húðarlitur, myrkur húðarlitur
🏌🏻‍♀	golf, kona, kona sum spælir golf, kona sum spælir golf: ljósur húðarlitur, kvinna, ljósur húðarlitur
🏌🏼‍♀	golf, kona, kona sum spælir golf, kona sum spælir golf: miðalljósur húðarlitur, kvinna, miðalljósur húðarlitur
🏌🏽‍♀	golf, kona, kona sum spælir golf, kona sum spælir golf: miðal húðarlitur, kvinna, miðal húðarlitur
🏌🏾‍♀	golf, kona, kona sum spælir golf, kona sum spælir golf: miðalmyrkur húðarlitur, kvinna, miðalmyrkur húðarlitur
🏌🏿‍♀	golf, kona, kona sum spælir golf, kona sum spælir golf: myrkur húðarlitur, kvinna, myrkur húðarlitur
🏄🏻	brimfjøl, fólk, ljósur húðarlitur, persónur, persónur sum skreiður á brimfjøl, persónur sum skreiður á brimfjøl: ljósur húðarlitur, surfa
🏄🏼	brimfjøl, fólk, miðalljósur húðarlitur, persónur, persónur sum skreiður á brimfjøl, persónur sum skreiður á brimfjøl: miðalljósur húðarlitur, surfa
🏄🏽	brimfjøl, fólk, miðal húðarlitur, persónur, persónur sum skreiður á brimfjøl, persónur sum skreiður á brimfjøl: miðal húðarlitur, surfa
🏄🏾	brimfjøl, fólk, miðalmyrkur húðarlitur, persónur, persónur sum skreiður á brimfjøl, persónur sum skreiður á brimfjøl: miðalmyrkur húðarlitur, surfa
🏄🏿	brimfjøl, fólk, myrkur húðarlitur, persónur, persónur sum skreiður á brimfjøl, persónur sum skreiður á brimfjøl: myrkur húðarlitur, surfa
🏄🏻‍♂	brimfjøl, ljósur húðarlitur, maður, maður sum skreiður á brimfjøl, maður sum skreiður á brimfjøl: ljósur húðarlitur, surfa
🏄🏼‍♂	brimfjøl, maður, maður sum skreiður á brimfjøl, maður sum skreiður á brimfjøl: miðalljósur húðarlitur, miðalljósur húðarlitur, surfa
🏄🏽‍♂	brimfjøl, maður, maður sum skreiður á brimfjøl, maður sum skreiður á brimfjøl: miðal húðarlitur, miðal húðarlitur, surfa
🏄🏾‍♂	brimfjøl, maður, maður sum skreiður á brimfjøl, maður sum skreiður á brimfjøl: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, surfa
🏄🏿‍♂	brimfjøl, maður, maður sum skreiður á brimfjøl, maður sum skreiður á brimfjøl: myrkur húðarlitur, myrkur húðarlitur, surfa
🏄🏻‍♀	brimfjøl, kona, kona sum skreiður á brimfjøl, kona sum skreiður á brimfjøl: ljósur húðarlitur, kvinna, ljósur húðarlitur, surfa
🏄🏼‍♀	brimfjøl, kona, kona sum skreiður á brimfjøl, kona sum skreiður á brimfjøl: miðalljósur húðarlitur, kvinna, miðalljósur húðarlitur, surfa
🏄🏽‍♀	brimfjøl, kona, kona sum skreiður á brimfjøl, kona sum skreiður á brimfjøl: miðal húðarlitur, kvinna, miðal húðarlitur, surfa
🏄🏾‍♀	brimfjøl, kona, kona sum skreiður á brimfjøl, kona sum skreiður á brimfjøl: miðalmyrkur húðarlitur, kvinna, miðalmyrkur húðarlitur, surfa
🏄🏿‍♀	brimfjøl, kona, kona sum skreiður á brimfjøl, kona sum skreiður á brimfjøl: myrkur húðarlitur, kvinna, myrkur húðarlitur, surfa
🚣🏻	fólk, ljósur húðarlitur, persónur, persónur í árabáti, persónur í árabáti: ljósur húðarlitur, rógva, rør, árabátur
🚣🏼	fólk, miðalljósur húðarlitur, persónur, persónur í árabáti, persónur í árabáti: miðalljósur húðarlitur, rógva, rør, árabátur
🚣🏽	fólk, miðal húðarlitur, persónur, persónur í árabáti, persónur í árabáti: miðal húðarlitur, rógva, rør, árabátur
🚣🏾	fólk, miðalmyrkur húðarlitur, persónur, persónur í árabáti, persónur í árabáti: miðalmyrkur húðarlitur, rógva, rør, árabátur
🚣🏿	fólk, myrkur húðarlitur, persónur, persónur í árabáti, persónur í árabáti: myrkur húðarlitur, rógva, rør, árabátur
🚣🏻‍♂	ljósur húðarlitur, maður, maður í árabáti, maður í árabáti: ljósur húðarlitur, rógva, rør, árabátur
🚣🏼‍♂	maður, maður í árabáti, maður í árabáti: miðalljósur húðarlitur, miðalljósur húðarlitur, rógva, rør, árabátur
🚣🏽‍♂	maður, maður í árabáti, maður í árabáti: miðal húðarlitur, miðal húðarlitur, rógva, rør, árabátur
🚣🏾‍♂	maður, maður í árabáti, maður í árabáti: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, rógva, rør, árabátur
🚣🏿‍♂	maður, maður í árabáti, maður í árabáti: myrkur húðarlitur, myrkur húðarlitur, rógva, rør, árabátur
🚣🏻‍♀	kvinna í árabáti, kvinna í árabáti: ljósur húðarlitur, ljósur húðarlitur
🚣🏼‍♀	kvinna í árabáti, kvinna í árabáti: miðalljósur húðarlitur, miðalljósur húðarlitur
🚣🏽‍♀	kvinna í árabáti, kvinna í árabáti: miðal húðarlitur, miðal húðarlitur
🚣🏾‍♀	kvinna í árabáti, kvinna í árabáti: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🚣🏿‍♀	kvinna í árabáti, kvinna í árabáti: myrkur húðarlitur, myrkur húðarlitur
🏊🏻	fólk, ljósur húðarlitur, persónur, persónur sum svimur, persónur sum svimur: ljósur húðarlitur, svimjari, svimur
🏊🏼	fólk, miðalljósur húðarlitur, persónur, persónur sum svimur, persónur sum svimur: miðalljósur húðarlitur, svimjari, svimur
🏊🏽	fólk, miðal húðarlitur, persónur, persónur sum svimur, persónur sum svimur: miðal húðarlitur, svimjari, svimur
🏊🏾	fólk, miðalmyrkur húðarlitur, persónur, persónur sum svimur, persónur sum svimur: miðalmyrkur húðarlitur, svimjari, svimur
🏊🏿	fólk, myrkur húðarlitur, persónur, persónur sum svimur, persónur sum svimur: myrkur húðarlitur, svimjari, svimur
🏊🏻‍♂	ljósur húðarlitur, maður, maður sum svimur, maður sum svimur: ljósur húðarlitur, svimjari, svimur
🏊🏼‍♂	maður, maður sum svimur, maður sum svimur: miðalljósur húðarlitur, miðalljósur húðarlitur, svimjari, svimur
🏊🏽‍♂	maður, maður sum svimur, maður sum svimur: miðal húðarlitur, miðal húðarlitur, svimjari, svimur
🏊🏾‍♂	maður, maður sum svimur, maður sum svimur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, svimjari, svimur
🏊🏿‍♂	maður, maður sum svimur, maður sum svimur: myrkur húðarlitur, myrkur húðarlitur, svimjari, svimur
🏊🏻‍♀	kona, kvinna, kvinna sum svimur, kvinna sum svimur: ljósur húðarlitur, ljósur húðarlitur, svimjari, svimur
🏊🏼‍♀	kona, kvinna, kvinna sum svimur, kvinna sum svimur: miðalljósur húðarlitur, miðalljósur húðarlitur, svimjari, svimur
🏊🏽‍♀	kona, kvinna, kvinna sum svimur, kvinna sum svimur: miðal húðarlitur, miðal húðarlitur, svimjari, svimur
🏊🏾‍♀	kona, kvinna, kvinna sum svimur, kvinna sum svimur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, svimjari, svimur
🏊🏿‍♀	kona, kvinna, kvinna sum svimur, kvinna sum svimur: myrkur húðarlitur, myrkur húðarlitur, svimjari, svimur
⛹🏻	fólk, kurvabóltur, ljósur húðarlitur, persónur, persónur sum spælir kurvabólt, persónur sum spælir kurvabólt: ljósur húðarlitur
⛹🏼	fólk, kurvabóltur, miðalljósur húðarlitur, persónur, persónur sum spælir kurvabólt, persónur sum spælir kurvabólt: miðalljósur húðarlitur
⛹🏽	fólk, kurvabóltur, miðal húðarlitur, persónur, persónur sum spælir kurvabólt, persónur sum spælir kurvabólt: miðal húðarlitur
⛹🏾	fólk, kurvabóltur, miðalmyrkur húðarlitur, persónur, persónur sum spælir kurvabólt, persónur sum spælir kurvabólt: miðalmyrkur húðarlitur
⛹🏿	fólk, kurvabóltur, myrkur húðarlitur, persónur, persónur sum spælir kurvabólt, persónur sum spælir kurvabólt: myrkur húðarlitur
⛹🏻‍♂	kurvabóltur, ljósur húðarlitur, maður, maður sum spælir kurvabólt, maður sum spælir kurvabólt: ljósur húðarlitur
⛹🏼‍♂	kurvabóltur, maður, maður sum spælir kurvabólt, maður sum spælir kurvabólt: miðalljósur húðarlitur, miðalljósur húðarlitur
⛹🏽‍♂	kurvabóltur, maður, maður sum spælir kurvabólt, maður sum spælir kurvabólt: miðal húðarlitur, miðal húðarlitur
⛹🏾‍♂	kurvabóltur, maður, maður sum spælir kurvabólt, maður sum spælir kurvabólt: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
⛹🏿‍♂	kurvabóltur, maður, maður sum spælir kurvabólt, maður sum spælir kurvabólt: myrkur húðarlitur, myrkur húðarlitur
⛹🏻‍♀	kona, kurvabóltur, kvinna, kvinna sum spælir kurvabólt, kvinna sum spælir kurvabólt: ljósur húðarlitur, ljósur húðarlitur
⛹🏼‍♀	kona, kurvabóltur, kvinna, kvinna sum spælir kurvabólt, kvinna sum spælir kurvabólt: miðalljósur húðarlitur, miðalljósur húðarlitur
⛹🏽‍♀	kona, kurvabóltur, kvinna, kvinna sum spælir kurvabólt, kvinna sum spælir kurvabólt: miðal húðarlitur, miðal húðarlitur
⛹🏾‍♀	kona, kurvabóltur, kvinna, kvinna sum spælir kurvabólt, kvinna sum spælir kurvabólt: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
⛹🏿‍♀	kona, kurvabóltur, kvinna, kvinna sum spælir kurvabólt, kvinna sum spælir kurvabólt: myrkur húðarlitur, myrkur húðarlitur
🏋🏻	fólk, ljósur húðarlitur, lyftingarítrótt, persónur, vektlyftari, vektlyftari: ljósur húðarlitur, vektlyfting
🏋🏼	fólk, lyftingarítrótt, miðalljósur húðarlitur, persónur, vektlyftari, vektlyftari: miðalljósur húðarlitur, vektlyfting
🏋🏽	fólk, lyftingarítrótt, miðal húðarlitur, persónur, vektlyftari, vektlyftari: miðal húðarlitur, vektlyfting
🏋🏾	fólk, lyftingarítrótt, miðalmyrkur húðarlitur, persónur, vektlyftari, vektlyftari: miðalmyrkur húðarlitur, vektlyfting
🏋🏿	fólk, lyftingarítrótt, myrkur húðarlitur, persónur, vektlyftari, vektlyftari: myrkur húðarlitur, vektlyfting
🏋🏻‍♂	ljósur húðarlitur, lyftingarítrótt, mannligur vektlyftari, mannligur vektlyftari: ljósur húðarlitur, maður, vektlyftari, vektlyfting
🏋🏼‍♂	lyftingarítrótt, mannligur vektlyftari, mannligur vektlyftari: miðalljósur húðarlitur, maður, miðalljósur húðarlitur, vektlyftari, vektlyfting
🏋🏽‍♂	lyftingarítrótt, mannligur vektlyftari, mannligur vektlyftari: miðal húðarlitur, maður, miðal húðarlitur, vektlyftari, vektlyfting
🏋🏾‍♂	lyftingarítrótt, mannligur vektlyftari, mannligur vektlyftari: miðalmyrkur húðarlitur, maður, miðalmyrkur húðarlitur, vektlyftari, vektlyfting
🏋🏿‍♂	lyftingarítrótt, mannligur vektlyftari, mannligur vektlyftari: myrkur húðarlitur, maður, myrkur húðarlitur, vektlyftari, vektlyfting
🏋🏻‍♀	kona, kvinna, kvinnuligur vektlyftari, kvinnuligur vektlyftari: ljósur húðarlitur, ljósur húðarlitur, lyftingarítrótt, vektlyftari, vektlyfting
🏋🏼‍♀	kona, kvinna, kvinnuligur vektlyftari, kvinnuligur vektlyftari: miðalljósur húðarlitur, lyftingarítrótt, miðalljósur húðarlitur, vektlyftari, vektlyfting
🏋🏽‍♀	kona, kvinna, kvinnuligur vektlyftari, kvinnuligur vektlyftari: miðal húðarlitur, lyftingarítrótt, miðal húðarlitur, vektlyftari, vektlyfting
🏋🏾‍♀	kona, kvinna, kvinnuligur vektlyftari, kvinnuligur vektlyftari: miðalmyrkur húðarlitur, lyftingarítrótt, miðalmyrkur húðarlitur, vektlyftari, vektlyfting
🏋🏿‍♀	kona, kvinna, kvinnuligur vektlyftari, kvinnuligur vektlyftari: myrkur húðarlitur, lyftingarítrótt, myrkur húðarlitur, vektlyftari, vektlyfting
🚴🏻	fólk, ljósur húðarlitur, persónur, persónur sum súkklar, persónur sum súkklar: ljósur húðarlitur, súkkla, súkklar, súkklari
🚴🏼	fólk, miðalljósur húðarlitur, persónur, persónur sum súkklar, persónur sum súkklar: miðalljósur húðarlitur, súkkla, súkklar, súkklari
🚴🏽	fólk, miðal húðarlitur, persónur, persónur sum súkklar, persónur sum súkklar: miðal húðarlitur, súkkla, súkklar, súkklari
🚴🏾	fólk, miðalmyrkur húðarlitur, persónur, persónur sum súkklar, persónur sum súkklar: miðalmyrkur húðarlitur, súkkla, súkklar, súkklari
🚴🏿	fólk, myrkur húðarlitur, persónur, persónur sum súkklar, persónur sum súkklar: myrkur húðarlitur, súkkla, súkklar, súkklari
