🦵🏻	extremidade, perna: tipo de pele 1–2, pontapé, tipo de pele 1–2
🧙🏿‍♂	bruxo, feiticeiro, homem mago, homem mago: tipo de pele 6, tipo de pele 6
🧚🏻	fada, fada: tipo de pele 1–2, tipo de pele 1–2
🧚🏼	fada, fada: tipo de pele 3, tipo de pele 3
🧚🏽	fada, fada: tipo de pele 4, tipo de pele 4
🧚🏾	fada, fada: tipo de pele 5, tipo de pele 5
🧚🏿	fada, fada: tipo de pele 6, tipo de pele 6
🧚🏻‍♀	mulher fada, mulher fada: tipo de pele 1–2, tipo de pele 1–2
🧚🏼‍♀	mulher fada, mulher fada: tipo de pele 3, tipo de pele 3
🧚🏽‍♀	mulher fada, mulher fada: tipo de pele 4, tipo de pele 4
🧚🏾‍♀	mulher fada, mulher fada: tipo de pele 5, tipo de pele 5
🧚🏿‍♀	mulher fada, mulher fada: tipo de pele 6, tipo de pele 6
🧚🏻‍♂	homem fada, homem fada: tipo de pele 1–2, tipo de pele 1–2
🧚🏼‍♂	homem fada, homem fada: tipo de pele 3, tipo de pele 3
🧚🏽‍♂	homem fada, homem fada: tipo de pele 4, tipo de pele 4
🧚🏾‍♂	homem fada, homem fada: tipo de pele 5, tipo de pele 5
🧚🏿‍♂	homem fada, homem fada: tipo de pele 6, tipo de pele 6
🧛🏻	Drácula, morto-vivo, tipo de pele 1–2, vampiro, vampiro: tipo de pele 1–2
🧛🏼	Drácula, morto-vivo, tipo de pele 3, vampiro, vampiro: tipo de pele 3
🧛🏽	Drácula, morto-vivo, tipo de pele 4, vampiro, vampiro: tipo de pele 4
🧛🏾	Drácula, morto-vivo, tipo de pele 5, vampiro, vampiro: tipo de pele 5
🧛🏿	Drácula, morto-vivo, tipo de pele 6, vampiro, vampiro: tipo de pele 6
🧛🏻‍♀	morta-viva, tipo de pele 1–2, vampira, vampira: tipo de pele 1–2
🧛🏼‍♀	morta-viva, tipo de pele 3, vampira, vampira: tipo de pele 3
🧛🏽‍♀	morta-viva, tipo de pele 4, vampira, vampira: tipo de pele 4
🧛🏾‍♀	morta-viva, tipo de pele 5, vampira, vampira: tipo de pele 5
🧛🏿‍♀	morta-viva, tipo de pele 6, vampira, vampira: tipo de pele 6
🧛🏻‍♂	Drácula, homem vampiro: tipo de pele 1–2, homem-vampiro, morto-vivo, tipo de pele 1–2
🧛🏼‍♂	Drácula, homem vampiro: tipo de pele 3, homem-vampiro, morto-vivo, tipo de pele 3
🧛🏽‍♂	Drácula, homem vampiro: tipo de pele 4, homem-vampiro, morto-vivo, tipo de pele 4
🧛🏾‍♂	Drácula, homem vampiro: tipo de pele 5, homem-vampiro, morto-vivo, tipo de pele 5
🧛🏿‍♂	Drácula, homem vampiro: tipo de pele 6, homem-vampiro, morto-vivo, tipo de pele 6
🧜🏻	sereia, tipo de pele 1–2, tritão, tritão: tipo de pele 1–2
🧜🏼	sereia, tipo de pele 3, tritão, tritão: tipo de pele 3
🧜🏽	sereia, tipo de pele 4, tritão, tritão: tipo de pele 4
🧜🏾	sereia, tipo de pele 5, tritão, tritão: tipo de pele 5
🧜🏿	sereia, tipo de pele 6, tritão, tritão: tipo de pele 6
🧜🏻‍♀	sereia, sereia: tipo de pele 1–2, tipo de pele 1–2
🧜🏼‍♀	sereia, sereia: tipo de pele 3, tipo de pele 3
🧜🏽‍♀	sereia, sereia: tipo de pele 4, tipo de pele 4
🧜🏾‍♀	sereia, sereia: tipo de pele 5, tipo de pele 5
🧜🏿‍♀	sereia, sereia: tipo de pele 6, tipo de pele 6
🧜🏻‍♂	Tritão, tipo de pele 1–2, tritão, tritão (homem), tritão (homem): tipo de pele 1–2
🧜🏼‍♂	Tritão, tipo de pele 3, tritão, tritão (homem), tritão (homem): tipo de pele 3
🧜🏽‍♂	Tritão, tipo de pele 4, tritão, tritão (homem), tritão (homem): tipo de pele 4
🧜🏾‍♂	Tritão, tipo de pele 5, tritão, tritão (homem), tritão (homem): tipo de pele 5
🧜🏿‍♂	Tritão, tipo de pele 6, tritão, tritão (homem), tritão (homem): tipo de pele 6
🧝🏻	elfo, elfo: tipo de pele 1–2, mágico, tipo de pele 1–2
🧝🏼	elfo, elfo: tipo de pele 3, mágico, tipo de pele 3
🧝🏽	elfo, elfo: tipo de pele 4, mágico, tipo de pele 4
🧝🏾	elfo, elfo: tipo de pele 5, mágico, tipo de pele 5
🧝🏿	elfo, elfo: tipo de pele 6, mágico, tipo de pele 6
🧝🏻‍♀	elfo (mulher), elfo (mulher): tipo de pele 1–2, mágico, tipo de pele 1–2
🧝🏼‍♀	elfo (mulher), elfo (mulher): tipo de pele 3, mágico, tipo de pele 3
🧝🏽‍♀	elfo (mulher), elfo (mulher): tipo de pele 4, mágico, tipo de pele 4
🧝🏾‍♀	elfo (mulher), elfo (mulher): tipo de pele 5, mágico, tipo de pele 5
🧝🏿‍♀	elfo (mulher), elfo (mulher): tipo de pele 6, mágico, tipo de pele 6
🧝🏻‍♂	elfo (homem), elfo (homem): tipo de pele 1–2, mágico, tipo de pele 1–2
🧝🏼‍♂	elfo (homem), elfo (homem): tipo de pele 3, mágico, tipo de pele 3
🧝🏽‍♂	elfo (homem), elfo (homem): tipo de pele 4, mágico, tipo de pele 4
🧝🏾‍♂	elfo (homem), elfo (homem): tipo de pele 5, mágico, tipo de pele 5
🧝🏿‍♂	elfo (homem), elfo (homem): tipo de pele 6, mágico, tipo de pele 6
🙍🏻	cara triste, gesto, pessoa de sobrolho franzido, pessoa de sobrolho franzido: tipo de pele 1–2, tipo de pele 1–2
🙍🏼	cara triste, gesto, pessoa de sobrolho franzido, pessoa de sobrolho franzido: tipo de pele 3, tipo de pele 3
🙍🏽	cara triste, gesto, pessoa de sobrolho franzido, pessoa de sobrolho franzido: tipo de pele 4, tipo de pele 4
🙍🏾	cara triste, gesto, pessoa de sobrolho franzido, pessoa de sobrolho franzido: tipo de pele 5, tipo de pele 5
🙍🏿	cara triste, gesto, pessoa de sobrolho franzido, pessoa de sobrolho franzido: tipo de pele 6, tipo de pele 6
🙍🏻‍♂	condenar, franzir nariz, homem, homem de sobrolho franzido, homem de sobrolho franzido: tipo de pele 1–2, tipo de pele 1–2
🙍🏼‍♂	condenar, franzir nariz, homem, homem de sobrolho franzido, homem de sobrolho franzido: tipo de pele 3, tipo de pele 3
🙍🏽‍♂	condenar, franzir nariz, homem, homem de sobrolho franzido, homem de sobrolho franzido: tipo de pele 4, tipo de pele 4
🙍🏾‍♂	condenar, franzir nariz, homem, homem de sobrolho franzido, homem de sobrolho franzido: tipo de pele 5, tipo de pele 5
🙍🏿‍♂	condenar, franzir nariz, homem, homem de sobrolho franzido, homem de sobrolho franzido: tipo de pele 6, tipo de pele 6
🙍🏻‍♀	condenar, desagrado, franzir nariz, homem, mulher de sobrolho franzido, mulher de sobrolho franzido: tipo de pele 1–2, tipo de pele 1–2
🙍🏼‍♀	condenar, desagrado, franzir nariz, homem, mulher de sobrolho franzido, mulher de sobrolho franzido: tipo de pele 3, tipo de pele 3
🙍🏽‍♀	condenar, desagrado, franzir nariz, homem, mulher de sobrolho franzido, mulher de sobrolho franzido: tipo de pele 4, tipo de pele 4
🙍🏾‍♀	condenar, desagrado, franzir nariz, homem, mulher de sobrolho franzido, mulher de sobrolho franzido: tipo de pele 5, tipo de pele 5
🙍🏿‍♀	condenar, desagrado, franzir nariz, homem, mulher de sobrolho franzido, mulher de sobrolho franzido: tipo de pele 6, tipo de pele 6
🙎🏻	gesto, mal-humorado, pessoa amuada, pessoa amuada: tipo de pele 1–2, tipo de pele 1–2
🙎🏼	gesto, mal-humorado, pessoa amuada, pessoa amuada: tipo de pele 3, tipo de pele 3
🙎🏽	gesto, mal-humorado, pessoa amuada, pessoa amuada: tipo de pele 4, tipo de pele 4
🙎🏾	gesto, mal-humorado, pessoa amuada, pessoa amuada: tipo de pele 5, tipo de pele 5
🙎🏿	gesto, mal-humorado, pessoa amuada, pessoa amuada: tipo de pele 6, tipo de pele 6
🙎🏻‍♂	beicinho, gesto, homem, homem amuado, homem amuado: tipo de pele 1–2, tipo de pele 1–2
🙎🏼‍♂	beicinho, gesto, homem, homem amuado, homem amuado: tipo de pele 3, tipo de pele 3
🙎🏽‍♂	beicinho, gesto, homem, homem amuado, homem amuado: tipo de pele 4, tipo de pele 4
🙎🏾‍♂	beicinho, gesto, homem, homem amuado, homem amuado: tipo de pele 5, tipo de pele 5
🙎🏿‍♂	beicinho, gesto, homem, homem amuado, homem amuado: tipo de pele 6, tipo de pele 6
🙎🏻‍♀	beicinho, gesto, mulher, mulher amuada, mulher amuada: tipo de pele 1–2, tipo de pele 1–2
🙎🏼‍♀	beicinho, gesto, mulher, mulher amuada, mulher amuada: tipo de pele 3, tipo de pele 3
🙎🏽‍♀	beicinho, gesto, mulher, mulher amuada, mulher amuada: tipo de pele 4, tipo de pele 4
🙎🏾‍♀	beicinho, gesto, mulher, mulher amuada, mulher amuada: tipo de pele 5, tipo de pele 5
🙎🏿‍♀	beicinho, gesto, mulher, mulher amuada, mulher amuada: tipo de pele 6, tipo de pele 6
🙅🏻	gesto, mão, não, pessoa que faz gesto de não, pessoa que faz gesto de não: tipo de pele 1–2, proibido, tipo de pele 1–2
🙅🏼	gesto, mão, não, pessoa que faz gesto de não, pessoa que faz gesto de não: tipo de pele 3, proibido, tipo de pele 3
🙅🏽	gesto, mão, não, pessoa que faz gesto de não, pessoa que faz gesto de não: tipo de pele 4, proibido, tipo de pele 4
🙅🏾	gesto, mão, não, pessoa que faz gesto de não, pessoa que faz gesto de não: tipo de pele 5, proibido, tipo de pele 5
🙅🏿	gesto, mão, não, pessoa que faz gesto de não, pessoa que faz gesto de não: tipo de pele 6, proibido, tipo de pele 6
🙅🏻‍♂	gesto, homem, homem que faz gesto de não, homem que faz gesto de não: tipo de pele 1–2, não, proibido, tipo de pele 1–2
🙅🏼‍♂	gesto, homem, homem que faz gesto de não, homem que faz gesto de não: tipo de pele 3, não, proibido, tipo de pele 3
🙅🏽‍♂	gesto, homem, homem que faz gesto de não, homem que faz gesto de não: tipo de pele 4, não, proibido, tipo de pele 4
🙅🏾‍♂	gesto, homem, homem que faz gesto de não, homem que faz gesto de não: tipo de pele 5, não, proibido, tipo de pele 5
🙅🏿‍♂	gesto, homem, homem que faz gesto de não, homem que faz gesto de não: tipo de pele 6, não, proibido, tipo de pele 6
🙅🏻‍♀	gesto, mulher, mulher que faz gesto de não, mulher que faz gesto de não: tipo de pele 1–2, não, proibido, tipo de pele 1–2
🙅🏼‍♀	gesto, mulher, mulher que faz gesto de não, mulher que faz gesto de não: tipo de pele 3, não, proibido, tipo de pele 3
🙅🏽‍♀	gesto, mulher, mulher que faz gesto de não, mulher que faz gesto de não: tipo de pele 4, não, proibido, tipo de pele 4
🙅🏾‍♀	gesto, mulher, mulher que faz gesto de não, mulher que faz gesto de não: tipo de pele 5, não, proibido, tipo de pele 5
🙅🏿‍♀	gesto, mulher, mulher que faz gesto de não, mulher que faz gesto de não: tipo de pele 6, não, proibido, tipo de pele 6
🙆🏻	gesto, mão, ok, pessoa que faz gesto de OK, pessoa que faz gesto de OK: tipo de pele 1–2, tipo de pele 1–2
🙆🏼	gesto, mão, ok, pessoa que faz gesto de OK, pessoa que faz gesto de OK: tipo de pele 3, tipo de pele 3
🙆🏽	gesto, mão, ok, pessoa que faz gesto de OK, pessoa que faz gesto de OK: tipo de pele 4, tipo de pele 4
🙆🏾	gesto, mão, ok, pessoa que faz gesto de OK, pessoa que faz gesto de OK: tipo de pele 5, tipo de pele 5
🙆🏿	gesto, mão, ok, pessoa que faz gesto de OK, pessoa que faz gesto de OK: tipo de pele 6, tipo de pele 6
🙆🏻‍♂	gesto, homem, homem que faz gesto de OK, homem que faz gesto de OK: tipo de pele 1–2, mão, ok, tipo de pele 1–2
🙆🏼‍♂	gesto, homem, homem que faz gesto de OK, homem que faz gesto de OK: tipo de pele 3, mão, ok, tipo de pele 3
🙆🏽‍♂	gesto, homem, homem que faz gesto de OK, homem que faz gesto de OK: tipo de pele 4, mão, ok, tipo de pele 4
🙆🏾‍♂	gesto, homem, homem que faz gesto de OK, homem que faz gesto de OK: tipo de pele 5, mão, ok, tipo de pele 5
🙆🏿‍♂	gesto, homem, homem que faz gesto de OK, homem que faz gesto de OK: tipo de pele 6, mão, ok, tipo de pele 6
🙆🏻‍♀	gesto, mulher, mulher que faz gesto de OK, mulher que faz gesto de OK: tipo de pele 1–2, mão, ok, tipo de pele 1–2
🙆🏼‍♀	gesto, mulher, mulher que faz gesto de OK, mulher que faz gesto de OK: tipo de pele 3, mão, ok, tipo de pele 3
🙆🏽‍♀	gesto, mulher, mulher que faz gesto de OK, mulher que faz gesto de OK: tipo de pele 4, mão, ok, tipo de pele 4
🙆🏾‍♀	gesto, mulher, mulher que faz gesto de OK, mulher que faz gesto de OK: tipo de pele 5, mão, ok, tipo de pele 5
🙆🏿‍♀	gesto, mulher, mulher que faz gesto de OK, mulher que faz gesto de OK: tipo de pele 6, mão, ok, tipo de pele 6
💁🏻	ajuda, assistente de balcão de informações, assistente de balcão de informações: tipo de pele 1–2, atencioso, informações, mão, tipo de pele 1–2
💁🏼	ajuda, assistente de balcão de informações, assistente de balcão de informações: tipo de pele 3, atencioso, informações, mão, tipo de pele 3
💁🏽	ajuda, assistente de balcão de informações, assistente de balcão de informações: tipo de pele 4, atencioso, informações, mão, tipo de pele 4
💁🏾	ajuda, assistente de balcão de informações, assistente de balcão de informações: tipo de pele 5, atencioso, informações, mão, tipo de pele 5
💁🏿	ajuda, assistente de balcão de informações, assistente de balcão de informações: tipo de pele 6, atencioso, informações, mão, tipo de pele 6
💁🏻‍♂	assistente de balcão de informações (homem), assistente de balcão de informações (homem): tipo de pele 1–2, atrevido, homem, mão de gorjeta, tipo de pele 1–2
💁🏼‍♂	assistente de balcão de informações (homem), assistente de balcão de informações (homem): tipo de pele 3, atrevido, homem, mão de gorjeta, tipo de pele 3
💁🏽‍♂	assistente de balcão de informações (homem), assistente de balcão de informações (homem): tipo de pele 4, atrevido, homem, mão de gorjeta, tipo de pele 4
💁🏾‍♂	assistente de balcão de informações (homem), assistente de balcão de informações (homem): tipo de pele 5, atrevido, homem, mão de gorjeta, tipo de pele 5
💁🏿‍♂	assistente de balcão de informações (homem), assistente de balcão de informações (homem): tipo de pele 6, atrevido, homem, mão de gorjeta, tipo de pele 6
💁🏻‍♀	assistente de balcão de informações (mulher), assistente de balcão de informações (mulher): tipo de pele 1–2, atrevida, mulher, mão de gorjeta, tipo de pele 1–2
💁🏼‍♀	assistente de balcão de informações (mulher), assistente de balcão de informações (mulher): tipo de pele 3, atrevida, mulher, mão de gorjeta, tipo de pele 3
💁🏽‍♀	assistente de balcão de informações (mulher), assistente de balcão de informações (mulher): tipo de pele 4, atrevida, mulher, mão de gorjeta, tipo de pele 4
💁🏾‍♀	assistente de balcão de informações (mulher), assistente de balcão de informações (mulher): tipo de pele 5, atrevida, mulher, mão de gorjeta, tipo de pele 5
💁🏿‍♀	assistente de balcão de informações (mulher), assistente de balcão de informações (mulher): tipo de pele 6, atrevida, mulher, mão de gorjeta, tipo de pele 6
🙋🏻	alegre, gesto, mão, mão levantada, pessoa de mão levantada, pessoa de mão levantada: tipo de pele 1–2, tipo de pele 1–2
🙋🏼	alegre, gesto, mão, mão levantada, pessoa de mão levantada, pessoa de mão levantada: tipo de pele 3, tipo de pele 3
🙋🏽	alegre, gesto, mão, mão levantada, pessoa de mão levantada, pessoa de mão levantada: tipo de pele 4, tipo de pele 4
🙋🏾	alegre, gesto, mão, mão levantada, pessoa de mão levantada, pessoa de mão levantada: tipo de pele 5, tipo de pele 5
🙋🏿	alegre, gesto, mão, mão levantada, pessoa de mão levantada, pessoa de mão levantada: tipo de pele 6, tipo de pele 6
🙋🏻‍♂	gesto, homem, homem de mão levantada, homem de mão levantada: tipo de pele 1–2, mão levantada, tipo de pele 1–2
🙋🏼‍♂	gesto, homem, homem de mão levantada, homem de mão levantada: tipo de pele 3, mão levantada, tipo de pele 3
🙋🏽‍♂	gesto, homem, homem de mão levantada, homem de mão levantada: tipo de pele 4, mão levantada, tipo de pele 4
🙋🏾‍♂	gesto, homem, homem de mão levantada, homem de mão levantada: tipo de pele 5, mão levantada, tipo de pele 5
🙋🏿‍♂	gesto, homem, homem de mão levantada, homem de mão levantada: tipo de pele 6, mão levantada, tipo de pele 6
🙋🏻‍♀	gesto, mulher, mulher de mão levantada, mulher de mão levantada: tipo de pele 1–2, mão levantada, tipo de pele 1–2
🙋🏼‍♀	gesto, mulher, mulher de mão levantada, mulher de mão levantada: tipo de pele 3, mão levantada, tipo de pele 3
🙋🏽‍♀	gesto, mulher, mulher de mão levantada, mulher de mão levantada: tipo de pele 4, mão levantada, tipo de pele 4
🙋🏾‍♀	gesto, mulher, mulher de mão levantada, mulher de mão levantada: tipo de pele 5, mão levantada, tipo de pele 5
🙋🏿‍♀	gesto, mulher, mulher de mão levantada, mulher de mão levantada: tipo de pele 6, mão levantada, tipo de pele 6
🙇🏻	desculpa, gesto, pedido de desculpas, pessoa a fazer vénia, pessoa a fazer vénia: tipo de pele 1–2, tipo de pele 1–2, vénia
🙇🏼	desculpa, gesto, pedido de desculpas, pessoa a fazer vénia, pessoa a fazer vénia: tipo de pele 3, tipo de pele 3, vénia
🙇🏽	desculpa, gesto, pedido de desculpas, pessoa a fazer vénia, pessoa a fazer vénia: tipo de pele 4, tipo de pele 4, vénia
🙇🏾	desculpa, gesto, pedido de desculpas, pessoa a fazer vénia, pessoa a fazer vénia: tipo de pele 5, tipo de pele 5, vénia
🙇🏿	desculpa, gesto, pedido de desculpas, pessoa a fazer vénia, pessoa a fazer vénia: tipo de pele 6, tipo de pele 6, vénia
🙇🏻‍♂	desculpas, favor, gesto, homem, homem a fazer a vénia, homem a fazer a vénia: tipo de pele 1–2, tipo de pele 1–2
🙇🏼‍♂	desculpas, favor, gesto, homem, homem a fazer a vénia, homem a fazer a vénia: tipo de pele 3, tipo de pele 3
🙇🏽‍♂	desculpas, favor, gesto, homem, homem a fazer a vénia, homem a fazer a vénia: tipo de pele 4, tipo de pele 4
🙇🏾‍♂	desculpas, favor, gesto, homem, homem a fazer a vénia, homem a fazer a vénia: tipo de pele 5, tipo de pele 5
🙇🏿‍♂	desculpas, favor, gesto, homem, homem a fazer a vénia, homem a fazer a vénia: tipo de pele 6, tipo de pele 6
🙇🏻‍♀	desculpas, favor, gesto, mulher, mulher a fazer a vénia, mulher a fazer a vénia: tipo de pele 1–2, tipo de pele 1–2
🙇🏼‍♀	desculpas, favor, gesto, mulher, mulher a fazer a vénia, mulher a fazer a vénia: tipo de pele 3, tipo de pele 3
🙇🏽‍♀	desculpas, favor, gesto, mulher, mulher a fazer a vénia, mulher a fazer a vénia: tipo de pele 4, tipo de pele 4
🙇🏾‍♀	desculpas, favor, gesto, mulher, mulher a fazer a vénia, mulher a fazer a vénia: tipo de pele 5, tipo de pele 5
🙇🏿‍♀	desculpas, favor, gesto, mulher, mulher a fazer a vénia, mulher a fazer a vénia: tipo de pele 6, tipo de pele 6
🤦🏻	exasperação, face, incredulidade, palma, pessoa de palma na face, pessoa de palma na face: tipo de pele 1–2, tipo de pele 1–2
🤦🏼	exasperação, face, incredulidade, palma, pessoa de palma na face, pessoa de palma na face: tipo de pele 3, tipo de pele 3
🤦🏽	exasperação, face, incredulidade, palma, pessoa de palma na face, pessoa de palma na face: tipo de pele 4, tipo de pele 4
🤦🏾	exasperação, face, incredulidade, palma, pessoa de palma na face, pessoa de palma na face: tipo de pele 5, tipo de pele 5
🤦🏿	exasperação, face, incredulidade, palma, pessoa de palma na face, pessoa de palma na face: tipo de pele 6, tipo de pele 6
🤦🏻‍♂	descrença, exaspero, homem, homem de palma na face, homem de palma na face: tipo de pele 1–2, mão na cara, tipo de pele 1–2
🤦🏼‍♂	descrença, exaspero, homem, homem de palma na face, homem de palma na face: tipo de pele 3, mão na cara, tipo de pele 3
🤦🏽‍♂	descrença, exaspero, homem, homem de palma na face, homem de palma na face: tipo de pele 4, mão na cara, tipo de pele 4
🤦🏾‍♂	descrença, exaspero, homem, homem de palma na face, homem de palma na face: tipo de pele 5, mão na cara, tipo de pele 5
🤦🏿‍♂	descrença, exaspero, homem, homem de palma na face, homem de palma na face: tipo de pele 6, mão na cara, tipo de pele 6
🤦🏻‍♀	descrença, exaspero, mulher, mulher de palma na face, mulher de palma na face: tipo de pele 1–2, mão na cara, tipo de pele 1–2
🤦🏼‍♀	descrença, exaspero, mulher, mulher de palma na face, mulher de palma na face: tipo de pele 3, mão na cara, tipo de pele 3
🤦🏽‍♀	descrença, exaspero, mulher, mulher de palma na face, mulher de palma na face: tipo de pele 4, mão na cara, tipo de pele 4
🤦🏾‍♀	descrença, exaspero, mulher, mulher de palma na face, mulher de palma na face: tipo de pele 5, mão na cara, tipo de pele 5
🤦🏿‍♀	descrença, exaspero, mulher, mulher de palma na face, mulher de palma na face: tipo de pele 6, mão na cara, tipo de pele 6
🤷🏻	dúvida, encolher, ignorância, indiferença, pessoa a encolher os ombros, pessoa a encolher os ombros: tipo de pele 1–2, tipo de pele 1–2
🤷🏼	dúvida, encolher, ignorância, indiferença, pessoa a encolher os ombros, pessoa a encolher os ombros: tipo de pele 3, tipo de pele 3
🤷🏽	dúvida, encolher, ignorância, indiferença, pessoa a encolher os ombros, pessoa a encolher os ombros: tipo de pele 4, tipo de pele 4
🤷🏾	dúvida, encolher, ignorância, indiferença, pessoa a encolher os ombros, pessoa a encolher os ombros: tipo de pele 5, tipo de pele 5
🤷🏿	dúvida, encolher, ignorância, indiferença, pessoa a encolher os ombros, pessoa a encolher os ombros: tipo de pele 6, tipo de pele 6
🤷🏻‍♂	dúvida, homem, homem a encolher os ombros, homem a encolher os ombros: tipo de pele 1–2, indiferença, tipo de pele 1–2
🤷🏼‍♂	dúvida, homem, homem a encolher os ombros, homem a encolher os ombros: tipo de pele 3, indiferença, tipo de pele 3
🤷🏽‍♂	dúvida, homem, homem a encolher os ombros, homem a encolher os ombros: tipo de pele 4, indiferença, tipo de pele 4
🤷🏾‍♂	dúvida, homem, homem a encolher os ombros, homem a encolher os ombros: tipo de pele 5, indiferença, tipo de pele 5
🤷🏿‍♂	dúvida, homem, homem a encolher os ombros, homem a encolher os ombros: tipo de pele 6, indiferença, tipo de pele 6
🤷🏻‍♀	dúvida, indiferença, mulher, mulher a encolher os ombros, mulher a encolher os ombros: tipo de pele 1–2, tipo de pele 1–2
🤷🏼‍♀	dúvida, indiferença, mulher, mulher a encolher os ombros, mulher a encolher os ombros: tipo de pele 3, tipo de pele 3
🤷🏽‍♀	dúvida, indiferença, mulher, mulher a encolher os ombros, mulher a encolher os ombros: tipo de pele 4, tipo de pele 4
🤷🏾‍♀	dúvida, indiferença, mulher, mulher a encolher os ombros, mulher a encolher os ombros: tipo de pele 5, tipo de pele 5
🤷🏿‍♀	dúvida, indiferença, mulher, mulher a encolher os ombros, mulher a encolher os ombros: tipo de pele 6, tipo de pele 6
💆🏻	massagem, pessoa a receber uma massagem, pessoa a receber uma massagem: tipo de pele 1–2, salão de beleza, tipo de pele 1–2
💆🏼	massagem, pessoa a receber uma massagem, pessoa a receber uma massagem: tipo de pele 3, salão de beleza, tipo de pele 3
💆🏽	massagem, pessoa a receber uma massagem, pessoa a receber uma massagem: tipo de pele 4, salão de beleza, tipo de pele 4
💆🏾	massagem, pessoa a receber uma massagem, pessoa a receber uma massagem: tipo de pele 5, salão de beleza, tipo de pele 5
💆🏿	massagem, pessoa a receber uma massagem, pessoa a receber uma massagem: tipo de pele 6, salão de beleza, tipo de pele 6
💆🏻‍♂	cara, face, homem, homem a receber uma massagem, homem a receber uma massagem: tipo de pele 1–2, massagem, tipo de pele 1–2
💆🏼‍♂	cara, face, homem, homem a receber uma massagem, homem a receber uma massagem: tipo de pele 3, massagem, tipo de pele 3
💆🏽‍♂	cara, face, homem, homem a receber uma massagem, homem a receber uma massagem: tipo de pele 4, massagem, tipo de pele 4
💆🏾‍♂	cara, face, homem, homem a receber uma massagem, homem a receber uma massagem: tipo de pele 5, massagem, tipo de pele 5
💆🏿‍♂	cara, face, homem, homem a receber uma massagem, homem a receber uma massagem: tipo de pele 6, massagem, tipo de pele 6
💆🏻‍♀	cara, face, massagem, mulher, mulher a receber uma massagem, mulher a receber uma massagem: tipo de pele 1–2, tipo de pele 1–2
💆🏼‍♀	cara, face, massagem, mulher, mulher a receber uma massagem, mulher a receber uma massagem: tipo de pele 3, tipo de pele 3
💆🏽‍♀	cara, face, massagem, mulher, mulher a receber uma massagem, mulher a receber uma massagem: tipo de pele 4, tipo de pele 4
💆🏾‍♀	cara, face, massagem, mulher, mulher a receber uma massagem, mulher a receber uma massagem: tipo de pele 5, tipo de pele 5
💆🏿‍♀	cara, face, massagem, mulher, mulher a receber uma massagem, mulher a receber uma massagem: tipo de pele 6, tipo de pele 6
💇🏻	beleza, cabeleireiro, pessoa a cortar o cabelo, pessoa a cortar o cabelo: tipo de pele 1–2, tesoura, tipo de pele 1–2
💇🏼	beleza, cabeleireiro, pessoa a cortar o cabelo, pessoa a cortar o cabelo: tipo de pele 3, tesoura, tipo de pele 3
💇🏽	beleza, cabeleireiro, pessoa a cortar o cabelo, pessoa a cortar o cabelo: tipo de pele 4, tesoura, tipo de pele 4
💇🏾	beleza, cabeleireiro, pessoa a cortar o cabelo, pessoa a cortar o cabelo: tipo de pele 5, tesoura, tipo de pele 5
💇🏿	beleza, cabeleireiro, pessoa a cortar o cabelo, pessoa a cortar o cabelo: tipo de pele 6, tesoura, tipo de pele 6
💇🏻‍♂	corte de cabelo, homem, homem a cortar o cabelo, homem a cortar o cabelo: tipo de pele 1–2, tipo de pele 1–2
💇🏼‍♂	corte de cabelo, homem, homem a cortar o cabelo, homem a cortar o cabelo: tipo de pele 3, tipo de pele 3
💇🏽‍♂	corte de cabelo, homem, homem a cortar o cabelo, homem a cortar o cabelo: tipo de pele 4, tipo de pele 4
💇🏾‍♂	corte de cabelo, homem, homem a cortar o cabelo, homem a cortar o cabelo: tipo de pele 5, tipo de pele 5
💇🏿‍♂	corte de cabelo, homem, homem a cortar o cabelo, homem a cortar o cabelo: tipo de pele 6, tipo de pele 6
💇🏻‍♀	corte de cabelo, mulher, mulher a cortar o cabelo, mulher a cortar o cabelo: tipo de pele 1–2, permanente, tipo de pele 1–2
💇🏼‍♀	corte de cabelo, mulher, mulher a cortar o cabelo, mulher a cortar o cabelo: tipo de pele 3, permanente, tipo de pele 3
💇🏽‍♀	corte de cabelo, mulher, mulher a cortar o cabelo, mulher a cortar o cabelo: tipo de pele 4, permanente, tipo de pele 4
💇🏾‍♀	corte de cabelo, mulher, mulher a cortar o cabelo, mulher a cortar o cabelo: tipo de pele 5, permanente, tipo de pele 5
💇🏿‍♀	corte de cabelo, mulher, mulher a cortar o cabelo, mulher a cortar o cabelo: tipo de pele 6, permanente, tipo de pele 6
🚶🏻	andar, caminhar, pessoa a andar, pessoa a andar: tipo de pele 1–2, tipo de pele 1–2
🚶🏼	andar, caminhar, pessoa a andar, pessoa a andar: tipo de pele 3, tipo de pele 3
🚶🏽	andar, caminhar, pessoa a andar, pessoa a andar: tipo de pele 4, tipo de pele 4
🚶🏾	andar, caminhar, pessoa a andar, pessoa a andar: tipo de pele 5, tipo de pele 5
🚶🏿	andar, caminhar, pessoa a andar, pessoa a andar: tipo de pele 6, tipo de pele 6
🚶🏻‍♂	andar, boleia, homem, homem a andar, homem a andar: tipo de pele 1–2, tipo de pele 1–2
🚶🏼‍♂	andar, boleia, homem, homem a andar, homem a andar: tipo de pele 3, tipo de pele 3
🚶🏽‍♂	andar, boleia, homem, homem a andar, homem a andar: tipo de pele 4, tipo de pele 4
